Date,High_x,Low_x,Open_x,Close_x,Volume_x,Adj Close_x,High_y,Low_y,Open_y,Close_y,Volume_y,Adj Close_y
2013-12-31,6.329829696674689,6.3165935034097345,6.321984634743259,6.329570971920805,14.813596553196403,6.329570971920805,3.4223063249523,3.3922239186669,3.4165456816494055,3.4040599619836316,16.874780852322253,3.4040599619836316
2014-01-02,6.326926359569357,6.318399830471307,6.324875440171808,6.322775498727715,15.107262619384436,6.322775498727715,3.4175955369785136,3.377928736501797,3.3998631280906957,3.401863841453939,17.247625042261152,3.401863841453939
2014-01-03,6.326192491642246,6.315390560433687,6.324462979253795,6.315453909311429,15.01850298187434,6.315453909311429,3.415691818789078,3.391820196745739,3.4011973816621555,3.3982597596100867,16.9714465830586,3.3982597596100867
2014-01-06,6.32791890898797,6.316756306820897,6.32267667492806,6.326541593548943,15.078241113175242,6.326541593548943,3.403860496545271,3.3689496456685397,3.4011973816621555,3.380994661369475,17.104117648306143,3.380994661369475
2014-01-07,6.346364876578013,6.329972412717868,6.333391609998096,6.345636360828596,15.444769724972046,6.345636360828596,3.403860496545271,3.3690184570349437,3.3852034975928986,3.396921578115669,17.041183231832747,3.396921578115669
2014-01-08,6.353037419216183,6.340733518071696,6.351886171351844,6.347715176184379,15.31524855314145,6.347715176184379,3.425564730664717,3.392896383804666,3.3935011904043617,3.409694529063075,17.24354459357999,3.409694529063075
2014-01-09,6.350331773128981,6.333889251791029,6.349649870235336,6.338038568716058,15.24218625652935,6.338038568716058,3.4238065513748226,3.3799737737850397,3.417726683613366,3.3845936500782,17.108008522703088,3.3845936500782
2014-01-10,6.345829513089067,6.33094423278685,6.345829513089067,6.3379854825312725,15.27009724524653,6.3379854825312725,3.3938370503131328,3.348148187389192,3.390877630240913,3.3722490288159057,17.432638875788264,3.3722490288159057
2014-01-13,6.352680009558512,6.32640733800718,6.3346975001482315,6.331594484372169,15.390970088185096,6.331594484372169,3.380994661369475,3.3165105436018174,3.3726607282301155,3.3274790782629484,17.268050399472006,3.3274790782629484
2014-01-14,6.356239682891493,6.33613455276357,6.344837016287087,6.354848654164893,15.416963676611017,6.354848654164893,3.4781584698933106,3.3081313351449744,3.335769589915135,3.473642116705022,18.743017834152962,3.473642116705022
2014-01-15,6.359708918315469,6.3499559098168525,6.357967185082454,6.354169825443094,15.175589272265753,6.354169825443094,3.5393928556068373,3.4787754598283587,3.5172010166558896,3.491220890817483,18.443693898261365,3.491220890817483
2014-01-16,6.362242546216024,6.353629914729764,6.354587620725664,6.3607646121686185,15.028769710379366,6.3607646121686185,3.5421180992248247,3.480624501199768,3.481240089335692,3.532050197220785,17.90646605043836,3.532050197220785
2014-01-17,6.364571522242048,6.350314294246721,6.361309434924117,6.35583126887906,15.501390302694844,6.35583126887906,3.5450090660743854,3.5142284081668596,3.5274774946746312,3.5264193141047073,17.64482564051942,3.5264193141047073
2014-01-21,6.367470944604265,6.356500285499418,6.364829962850683,6.367213185719927,15.19070352601299,6.367213185719927,3.568348902640199,3.531113878589772,3.533628200921388,3.5649022328395112,17.70064529210671,3.5649022328395112
2014-01-22,6.370807320294739,6.363045361608139,6.369710752433561,6.3683468281752935,14.959624116248996,6.3683468281752935,3.5852951150098,3.553975682044724,3.571277659757118,3.57548681717711,17.374081990236288,3.57548681717711
2014-01-23,6.366172883294664,6.3591633282662725,6.364028579459986,6.364114780538562,15.17502501712018,6.364114780538562,3.596654557760363,3.546278430962674,3.5680103875260754,3.591817720253189,17.487676109756066,3.591817720253189
2014-01-24,6.358452749028721,6.331612293534614,6.356248370739345,6.3323510942144905,15.866708862916653,6.3323510942144905,3.5861820744756243,3.5469126195996283,3.5715025773807803,3.553059678535699,17.46152165435093,3.553059678535699
2014-01-27,6.334724131009742,6.294669323051692,6.3343688862381935,6.3120362840229705,15.978660350229969,6.3120362840229705,3.5718960883366675,3.494748480122229,3.556261972184679,3.524122722202347,17.590154779039004,3.524122722202347
2014-01-28,6.334058038292323,6.319914535469358,6.320256829377936,6.331621197996901,15.300740337943305,6.331621197996901,3.577836195390065,3.53222566637673,3.5351453319287613,3.5744781570213653,17.232154688615456,3.5744781570213653
2014-01-29,6.33049861087879,6.310391355228398,6.328151255706115,6.317190025931546,15.374715666123931,6.317190025931546,3.5784505824970134,3.544604829092609,3.5570609186628257,3.5566615252131846,17.205899740909825,3.5566615252131846
